2-51-|98 3.400888
0-14-|94 4.223297
13-16-|77 0.626687
10-44-|19 1.327934
89-|94 4.160355
25-|57 2.665231
0-|36 3.624213
15-69-|36 2.899370
20-38-|72 0.233968
3-15-|43 2.371960
0-4-|50 3.714659
14-80-|33 1.802856
14-32-|16 4.456637
18-|27 2.875832
81-95-|54 2.444488
10-79-|63 0.818346
0-1-|84 6.456765
0-46-|31 1.240625
95-|92 1.174213
0-72-|80 2.335566
60-98-|53 4.982400
87-|80 2.618913
30-93-|52 1.263730
81-|37 1.328263
0-13-|12 1.936909
0-83-|96 0.966176
46-74-|33 1.802856
3-|87 2.450074
9-74-|30 2.073788
0-83-|34 0.415173
0-|88 1.804977
15-97-|65 1.576333
0-77-|69 1.746802
0-|71 7.565398
65-68-|20 7.676947
98-|63 2.209136
|89 4.928654
0-4-|27 3.211119
0-44-|56 4.841350
43-69-|42 1.186689
0-|31 1.250630
0-62-|85 5.095287
13-86-|69 0.320954
0-|29 4.891835
0-43-|18 3.247347
31-|88 1.443981
0-|28 6.027116
19-|92 1.174213
34-46-|45 1.289175
33-40-|5 2.963936
0-|94 4.223351
57-|65 1.513281
5-32-|74 4.746147
32-|8 1.340180
24-25-|98 3.472949
52-56-|8 1.343254
27-29-|14 0.894434
|75 4.445789
45-|25 1.451707
51-|2 8.296199
0-|61 2.898795
10-62-|92 1.174213
92-|12 1.614091
0-48-|77 4.747692
31-76-|32 1.816927
50-|57 2.132867
0-41-|27 2.919900
0-77-|48 0.524152
5-82-|91 0.697614
55-84-|8 1.339933
28-95-|64 0.604941
67-86-|77 0.554150
0-28-|53 2.962358
34-|91 1.699795
55-84-|21 0.862036
74-91-|25 1.800117
0-83-|24 1.427593
87-95-|84 3.941444
6-58-|21 0.862036
60-98-|14 0.894434
28-81-|88 0.818593
16-66-|76 4.317023
59-71-|17 1.179292
65-|40 0.000000
57-58-|95 4.001325
95-|65 1.261067
42-76-|28 2.429499
78-|45 1.289175
91-|75 3.556631
0-50-|86 3.649123
40-|39 0.647119
0-49-|94 4.223351
0-1-|2 8.255311
80-95-|10 2.359948
|66 0.745800
63-81-|62 1.365099
97-|13 5.437038
75-|32 1.816927
29-84-|28 0.014054
1-|68 0.988735
0-70-|1 9.591045
22-69-|75 1.927750
0-66-|34 4.048253
46-|74 4.284724
32-81-|77 3.006114
47-50-|66 0.596640
5-62-|70 3.446649
56-|29 0.190282
51-66-|70 3.446649
4-17-|68 1.174607
56-|15 5.681645
27-29-|74 0.547164
37-|52 0.236795
82-96-|87 1.239617
31-71-|50 2.016212
0-85-|60 1.708580
11-|20 2.218497
0-|11 7.318304
|47 0.423445
10-92-|79 2.651611
61-96-|3 2.797525
0-1-|5 3.709132
64-94-|76 1.426246
16-64-|27 0.943220
22-89-|57 2.132867
64-|27 0.943220
14-34-|73 1.357193
